
🎬电影频道,#genre#
中国蓝新闻,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江记录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
中国蓝新闻2,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
新闻综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
农务频道,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
湖南爱晚,http://222.241.154.37:9901/tsfile/live/23022_1.m3u8
湖南视剧,http://222.241.154.37:9901/tsfile/live/23026_1.m3u8
湖南电影,http://222.241.154.37:9901/tsfile/live/23025_1.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8


山东卫视,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8
山东卫视,http://58.57.21.166:9901/tsfile/live/0131_1.m3u8
山东卫视,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8


浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8

四川卫视,http://58.57.21.166:9901/tsfile/live/0123_1.m3u8

东南卫视,http://111.14.181.15:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0


广西卫视,http://116.9.204.242:9901/tsfile/live/0113_1.m3u8


甘肃卫视,http://36.32.174.67:60080/newlive/live/hls/30/live.m3u8

海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8

兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8

浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
 
山东卫视,http://58.57.21.166:9901/tsfile/live/0131_1.m3u8
山东卫视,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8

四川卫视,http://58.57.21.166:9901/tsfile/live/0123_1.m3u8

东南卫视,http://111.14.181.15:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0

广西卫视,http://116.9.204.242:9901/tsfile/live/0113_1.m3u8


甘肃卫视,http://36.32.174.67:60080/newlive/live/hls/30/live.m3u8

海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8

兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8

安徽卫视,http://123.166.61.70:8003/hls/55/index.m3u8

兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
重庆卫视,http://123.166.61.70:8003/hls/62/index.m3u8

东方卫视,http://61.163.181.78:9901/tsfile/live/1036_1.m3u8

东南卫视,http://123.166.61.70:8003/hls/53/index.m3u8

甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8

贵州卫视,http://123.166.61.70:8003/hls/54/index.m3u8
贵州卫视,http://202.100.46.58:9901/tsfile/live/1034_1.m3u8

海南卫视,http://123.166.61.70:8003/hls/63/index.m3u8

河南卫视,http://123.166.61.70:8003/hls/52/index.m3u8


黑龙江卫视,http://123.166.61.70:8003/hls/14/index.m3u8


辽宁卫视,http://123.166.61.70:8003/hls/20/index.m3u8
吉林卫视,http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8


深圳卫视,http://123.166.61.70:8003/hls/61/index.m3u8

四川卫视,http://123.166.61.70:8003/hls/24/index.m3u8

天津卫视,http://123.166.61.70:8003/hls/57/index.m3u8

西藏卫视,http://php.jdshipin.com/xztv.php?id=ws


新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8

云南卫视,http://110.53.52.63:8888/newlive/live/hls/26/live.m3u8

浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://219.147.200.9:18080/newlive/live/hls/29/live.m3u8

广西卫视,http://116.9.204.242:9901/tsfile/live/0113_1.m3u8
广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
广西都市,http://116.9.204.242:9901/tsfile/live/1002_1.m3u8
广西公共,http://116.9.204.242:9901/tsfile/live/1003_1.m3u8
浙江卫视,http://116.9.204.242:9901/tsfile/live/0122_2.m3u8
湖南卫视,http://116.9.204.242:9901/tsfile/live/0128_1.m3u8
江苏卫视,http://116.9.204.242:9901/tsfile/live/0127_1.m3u8
广西影视,http://116.9.204.242:9901/tsfile/live/0124_1.m3u8
广西旅游,http://116.9.204.242:9901/tsfile/live/0125_1.m3u8
梨园频道,http://www.lizhinas.top:8688/rtp/239.252.220.179:5140

东方卫视,http://180.188.45.80:1665/migu.php?id=dfws
吉林卫视,http://180.188.45.80:1665/migu.php?id=jlws
青海卫视,http://180.188.45.80:1665/migu.php?id=qhws
湖北卫视,http://180.188.45.80:1665/migu.php?id=hubws
江西卫视,http://180.188.45.80:1665/migu.php?id=jxws
江苏卫视,http://180.188.45.80:1665/migu.php?id=jsws
海南卫视,http://180.188.45.80:1665/migu.php?id=hinws


重庆卫视,http://202.100.46.58:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://202.100.46.58:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://202.100.46.58:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://202.100.46.58:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://202.100.46.58:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://202.100.46.58:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://202.100.46.58:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://202.100.46.58:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://202.100.46.58:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://202.100.46.58:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://202.100.46.58:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://202.100.46.58:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://202.100.46.58:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://202.100.46.58:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://202.100.46.58:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://202.100.46.58:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://202.100.46.58:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://202.100.46.58:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://202.100.46.58:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://202.100.46.58:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0


吉林卫视,http://kkk.jjjj.jiduo.me/api.php?n=ttt&id=0037&tk=e347d250ab70
青海卫视,http://kkk.jjjj.jiduo.me/api.php?n=ttt&id=0042&tk=e347d250ab70
河南卫视,http://kkk.jjjj.jiduo.me/api.php?n=ttt&id=0045&tk=e347d250ab70
湖北卫视,http://kkk.jjjj.jiduo.me/api.php?n=ttt&id=0046&tk=e347d250ab70
江西卫视,http://kkk.jjjj.jiduo.me/api.php?n=ttt&id=0048&tk=e347d250ab70
江苏卫视,http://kkk.jjjj.jiduo.me/api.php?n=ttt&id=0049&tk=e347d250ab70
大湾区卫视,http://kkk.jjjj.jiduo.me/api.php?n=ttt&id=0053&tk=e347d250ab70
大湾区卫视,http://rihou.cc:567/47193.php?id=dwqws

广东卫视,http://rihou.cc:567/47193.php?id=gdws
陕西卫视,http://rihou.cc:567/47193.php?id=sxws
湖北卫视,http://rihou.cc:567/47193.php?id=hubws
江西卫视,http://rihou.cc:567/47193.php?id=jxws
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
中国教育,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=0&cdn=5202
四海钓鱼,http://rihou.cc:567/47193.php?id=shdy
高清大片,http://rihou.cc:567/47193.php?id=gqdp
经典电影,http://rihou.cc:567/47193.php?id=jdxgdy
军事大片,http://rihou.cc:567/47193.php?id=jsdp
Y+剧场台,http://rihou.cc:567/47193.php?id=yjjc


🗽港澳台🗽,#genre#


凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
凤凰香港,http://203.205.220.174:80/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://www.lebaobei.top:6868/udp/239.255.30.123:8231

凤凰资讯,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu002-golive.flv?$超清
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8?$超清AK
凤凰资讯,http://udnhls.skilldns.com:80/fhzx-cn.m3u8?$高清
凤凰资讯,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pin72.m3u8?$高清
凤凰资讯,http://www.erbao1981.top:8188/udp/239.76.246.134:1234?$测试1m

凤凰中文,http://cdn3.1678520.xyz/live/live2.1.php?id=fhzw
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://27.25.159.105:18000/url/api.php?id=64953&tk=e6cd2ca4f273870db7
凤凰中文,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu001-golive.flv?$超清
凤凰中文,http://xubo0712.asuscomm.cn:9999/rtp/239.93.0.162:2192
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pcc72.m3u8

翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct

智慧賽馬,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8

南国都市4K,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
Plus综合,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8

金砖中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
金砖英文,http://brics.bonus-tv.ru/cdn/brics/english/tracks-v1a1/index.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?$高清
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8?$高清
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8?$普清

人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8

番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8

TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
TVB星河台,http://aktv.top/AKTV/live/aktv/tvb/AKTV.m3u8
Hoy 78,http://aktv.top/AKTV/live/aktv/hoy78/AKTV.m3u8
myTV SUPER 18台,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
Now星影台,http://aktv.top/AKTV/live/aktv/now/AKTV.m3u8
PopC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
ROCK Action,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
TVB 星河台,http://aktv.top/AKTV/live/aktv/tvb/AKTV.m3u8
TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
TVBS-新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
tvN,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
中天亞洲台,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
中天新聞台,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中視,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
千禧經典台,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
娛樂新聞台(HK),http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
无线新闻台(北美),http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8
日本全天新聞,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
明珠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
無線新聞台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
爆谷台,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8
美亞電影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
翡翠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠台(泰国),http://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8
翡翠综合台(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
華視,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
靖天電影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
黃金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
龍華日韓台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龍華經典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龍華電影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8




新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8

环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8?$超清
大爱,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8

台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8


星空卫视,http://wouu.net:9977/rtp/239.93.1.10:2193
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193

亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?$超清
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_2.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8

半岛新闻1,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
半岛新闻2,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8

香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8?$1280x720
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8?$1280x720
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8?$1M1280x720
CETV1,http://yuntv.chinayungu.cn:8005/live/cetv1sd5hxc/index.m3u8

中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8?$中天娱乐
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8?$中天娱乐
泰国|PBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
泰国|新闻,http://news1.live14.com/stream/news1_hi.m3u8
卡塔尔|半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
俄罗斯|BRICS,https://brics.bonus-tv.ru/cdn/brics/chinese/playlist.m3u8
俄罗斯|RT-NEWS,https://rt-rtd.rttv.com/live/rtnews/playlist.m3u8
俄罗斯|RT-DOC,https://rt-rtd.rttv.com/live/rtdoc/playlist.m3u8
乌克兰|KPBIM HD,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8
波斯|中文电视台,https://mediaserver.abnvideos.com/streams/abnchina.m3u8
印度|WioNews,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8

凤凰电影,http://117.114.153.18:8180/TV00000000000000000072@HHZT

🐠斗鱼影视,#genre#

🐠豆瓣高分,http://maomao.kandiantv.cn/douyu1.php?id=8770422
🐠豆瓣高分,http://huanqiuzhibo.cn/manifest/douyu.php?id=8770422
🐠豆瓣高分,http://mitv.ts138.top/douyu/8770422

🐠译制国语,http://maomao.kandiantv.cn/douyu1.php?id=2436390
🐠译制国语,http://huanqiuzhibo.cn/manifest/douyu.php?id=2436390
🐠译制国语,http://mitv.ts138.top/douyu/2436390


🐠漫威剧情,http://maomao.kandiantv.cn/douyu1.php?id=6140589
🐠漫威剧情,http://huanqiuzhibo.cn/manifest/douyu.php?id=6140589
🐠漫威剧情,http://mitv.ts138.top/douyu/6140589

🐠霍格沃茨,http://maomao.kandiantv.cn/douyu1.php?id=8814650
🐠霍格沃茨,http://huanqiuzhibo.cn/manifest/douyu.php?id=8814650
🐠霍格沃茨,http://mitv.ts138.top/douyu/8814650

🐠变种人片,http://maomao.kandiantv.cn/douyu1.php?id=9651304
🐠变种人片,http://huanqiuzhibo.cn/manifest/douyu.php?id=9651304
🐠变种人片,http://mitv.ts138.top/douyu/9651304

🐠鱼宝恐怖,http://maomao.kandiantv.cn/douyu1.php?id=1165374
🐠鱼宝恐怖,http://huanqiuzhibo.cn/manifest/douyu.php?id=1165374
🐠鱼宝恐怖,http://mitv.ts138.top/douyu/1165374

🐠冰冰经典,http://maomao.kandiantv.cn/douyu1.php?id=74374
🐠冰冰经典,http://huanqiuzhibo.cn/manifest/douyu.php?id=74374
🐠冰冰经典,http://mitv.ts138.top/douyu/74374

🐠星爷影院,http://maomao.kandiantv.cn/douyu1.php?id=508118
🐠星爷影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=508118
🐠星爷影院,http://mitv.ts138.top/douyu/508118

🐠鬼片恐怖,http://maomao.kandiantv.cn/douyu1.php?id=2935323
🐠鬼片恐怖,http://huanqiuzhibo.cn/manifest/douyu.php?id=2935323
🐠鬼片恐怖,http://mitv.ts138.top/douyu/2935323

🐠华语经典,http://maomao.kandiantv.cn/douyu1.php?id=434971
🐠华语经典,http://huanqiuzhibo.cn/manifest/douyu.php?id=434971
🐠华语经典,http://mitv.ts138.top/douyu/434971

🐠萌小鬼片,http://maomao.kandiantv.cn/douyu1.php?id=3928
🐠萌小鬼片,http://huanqiuzhibo.cn/manifest/douyu.php?id=3928
🐠萌小鬼片,http://mitv.ts138.top/douyu/3928

🐠神乐剧场,http://maomao.kandiantv.cn/douyu1.php?id=85894
🐠神乐剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=85894
🐠神乐剧场,http://mitv.ts138.top/douyu/85894

神乐影院,http://maomao.kandiantv.cn/douyu1.php?id=122402
神乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=122402
神乐影院,http://mitv.ts138.top/douyu/122402

可乐影院,http://maomao.kandiantv.cn/douyu1.php?id=20415
可乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=20415
可乐影院,http://mitv.ts138.top/douyu/20415

恐怖惊悚,http://maomao.kandiantv.cn/douyu1.php?id=96577
恐怖惊悚,http://huanqiuzhibo.cn/manifest/douyu.php?id=96577
恐怖惊悚,http://mitv.ts138.top/douyu/96577

女神电影,http://maomao.kandiantv.cn/douyu1.php?id=747764
女神电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=747764
女神电影,http://mitv.ts138.top/douyu/747764

贝爷MAX ,http://maomao.kandiantv.cn/douyu1.php?id=4332
贝爷MAX ,http://huanqiuzhibo.cn/manifest/douyu.php?id=4332
贝爷MAX ,http://mitv.ts138.top/douyu/4332

贝爷影厅,http://maomao.kandiantv.cn/douyu1.php?id=252802
贝爷影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=252802
贝爷影厅,http://mitv.ts138.top/douyu/252802

🐠狄仁杰剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=6027991
🐠狄仁杰剧场,http://maomao.kandiantv.cn/douyu1.php?id=6027991
🐠狄仁杰剧场,http://zzy789.xyz/douyu1.php?id=6027991

🐠连续剧场,http://maomao.kandiantv.cn/douyu1.php?id=5062195
🐠连续剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=5062195
🐠连续剧场,http://zzy789.xyz/douyu1.php?id=5062195

🐠古装连续剧,http://maomao.kandiantv.cn/douyu1.php?id=6911044
🐠古装连续剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=6911044
🐠古装连续剧,http://zzy789.xyz/douyu1.php?id=6911044
🐠古装连续剧,http://mitv.ts138.top/douyu/6911044

🐠范闲✨三国,http://huanqiuzhibo.cn/manifest/douyu.php?id=5908256

🐠古代连续剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=7473576

🐠海南军阀,http://huanqiuzhibo.cn/manifest/douyu.php?id=1109218

🐠康熙王朝,http://huanqiuzhibo.cn/manifest/douyu.php?id=9650836
🐠康熙张国立,http://huanqiuzhibo.cn/manifest/douyu.php?id=7550220
🐠朱棣✨,http://huanqiuzhibo.cn/manifest/douyu.php?id=308752
🐠刑侦✨,http://huanqiuzhibo.cn/manifest/douyu.php?id=138959
🐠片源多多,http://huanqiuzhibo.cn/manifest/douyu.php?id=7476264
周星驰✨林正英,http://huanqiuzhibo.cn/manifest/douyu.php?id=6566671
林正英,http://huanqiuzhibo.cn/manifest/douyu.php?id=218859
军旅动作,http://huanqiuzhibo.cn/manifest/douyu.php?id=431460

🐠蓝翔✨续剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=7459925
🐠绛橘状师,http://huanqiuzhibo.cn/manifest/douyu.php?id=11578904
🐠美食家,http://huanqiuzhibo.cn/manifest/douyu.php?id=260322
🐠漫威迷集合,http://huanqiuzhibo.cn/manifest/douyu.php?id=1713615
🐠天天娱乐,http://huanqiuzhibo.cn/manifest/douyu.php?id=5692901


🐠恐怖故事,http://huanqiuzhibo.cn/manifest/douyu.php?id=2337939
🐠恐怖故事,http://maomao.kandiantv.cn/douyu1.php?id=2337939
🐠恐怖故事,http://zzy789.xyz/douyu1.php?id=2337939

苹果影院,http://zzy789.xyz/douyu1.php?id=2793084
苹果影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=2793084

电影轮播,http://huanqiuzhibo.cn/manifest/douyu.php?id=5033502
燕双鹰续剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=3439096

古装神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=338759
蓝翔✨神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=276200
港剧天地,http://zzy789.xyz/douyu1.php?id=5522351
港剧续剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=4549169
港剧轮播,http://zzy789.xyz/douyu1.php?id=4290711
经典港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=6091425


凌儿影院,http://maomao.kandiantv.cn/douyu1.php?id=1377142
凌儿影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1377142
凌儿影院,http://159.75.85.63:35455/douyu/1377142
凌儿影院,http://zzy789.xyz/douyu1.php?id=1377142

吃奶滴虫,http://huanqiuzhibo.cn/manifest/douyu.php?id=263824



📀晓葑,http://maomao.kandiantv.cn/douyu1.php?id=9650783
📀林林,http://maomao.kandiantv.cn/douyu1.php?id=6747916
📀工藤新医heart,http://maomao.kandiantv.cn/douyu1.php?id=8741860
📀邸生,http://maomao.kandiantv.cn/douyu1.php?id=9665298
📀菜巭硬,http://maomao.kandiantv.cn/douyu1.php?id=7882691
📀柠檬成龙,http://maomao.kandiantv.cn/douyu1.php?id=3379942
